Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Image Src
ford-ranger-t6-t7-t8-double-cab-12-22-matte-black-3-side-bars,Ford Ranger T6 T7 T8 Double Cab 12-22 Matte Black 3 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.

 Helps protect the sides of your car and adds a rugged yet stylish look to your Ranger
 Powder coated black finish for added longevity & corrosion prevention
 Manufactured from strong, durable stainless steel to last a lifetime
 Specifically designed to fit the Ranger for secure and flush fitment
 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Ford Ranger T6 T7 T8 Double Cab 12-22 Matte Black 3 Side Bars,SHSB020,0,shopify,0,deny,manual,154.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/50-50-32.jpg
ford-transit-custom-lwb-mk2-2023-matte-black-2-4-side-bars,Ford Transit Custom LWB MK2 2023+ Matte Black 2.4 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your Transit











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Specifically designed to fit the Transit Custom for secure and flush fitment











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Ford Transit Custom LWB MK2 2023+ Matte Black 2.4 Side Bars,SHSB022,0,shopify,0,deny,manual,124.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/01/50-50-10.jpg
vw-amarok-mk2-2023-matte-black-oem-look-wheel-arches,VW Amarok MK2 2023+ Matte Black OEM Look Wheel Arches,"Our fender flares are built from the highest quality ABS plastic, ensuring durability in the toughest conditions. All fender flares are designed using CAD to ensure perfect fitment every time.


 	Tough yet flexible, designed to withstand life on or off the road for years to come
 	OEM grade ABS plastic for long-lasting strength & durability
 	Bolt-on look style gives your Amarok a rugged off-road wide stance look
 	Supplied with adhesive tape & stainless steel fasteners for the show (no drilling)
 	Supplied as a kit including all required fixings",,Wheel Arches,Wheel Arches,TRUE,Title,VW Amarok MK2 2023+ Matte Black OEM Look Wheel Arches,SNFF044,0,shopify,0,deny,manual,489.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/12/SNFF044-50-50-01a.jpg
isuzu-d-max-rg-2024-matte-black-wheel-arches,Isuzu D-Max RG 2024+ Matte Black Wheel Arches,"Our fender flares are built from the highest quality ABS plastic, ensuring durability in the toughest conditions. All fender flares are designed using CAD to ensure perfect fitment every time.


 	Manufactured from OEM grade ABS
 	Tough yet flexible; designed to withstand life on or off the road for years to come
 	Durable and UV stable to resist fading
 	Adds rugged styling to your D-Max
 	Fitted with super-sticky 3M tape - no need to drill holes in your vehicle

&nbsp;",,Wheel Arches,Wheel Arches,TRUE,Title,Isuzu D-Max RG 2024+ Matte Black Wheel Arches,SNFF048,0,shopify,0,deny,manual,224.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/SNFF048-01.jpg
nissan-navara-d40-05-10-matte-black-front-grille,Nissan Navara D40 05-10 Matte Black Front Grille,"Predator4x4 grilles are a great addition for the exterior appearance of your vehicle. Our Predator4x4 grilles are designed to replace the OEM grille making fitment simple and straight forward.







 



 Distinctive styling to help your car stand out from the crowd











 



 Fitted with a mounting plate to house the original badge











 



 Made from lightweight and durable OEM-grade ABS











 



 Easy to fit, direct replacement for the original grille











 



 Supplied in a matte black finish ready for fitting",,Grilles,Grilles,TRUE,Title,Nissan Navara D40 05-10 Matte Black Front Grille,HMGR011,0,shopify,0,deny,manual,94.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/11/50-50-24.jpg
mitsubishi-l200-triton-series-6-2019-rivet-style-black-wheel-arches,Mitsubishi L200 Triton Series 6 2019+ Rivet Style Black Wheel Arches,"Our fender flares are built from the highest quality ABS plastic, ensuring durability in the toughest conditions. All fender flares are designed using CAD to ensure perfect fitment every time.







 



 Tough yet flexible, designed to withstand life on or off the road for years to come











 



 OEM grade ABS plastic for long-lasting strength & durability











 



 CAD designed to guarantee perfect fitment on your L200











 



 Supplied with adhesive tape (no drilling required)











 



 Durable and UV stable to resist fading",,Wheel Arches,Wheel Arches,TRUE,Title,Mitsubishi L200 Triton Series 6 2019+ Rivet Style Black Wheel Arches,HMFF007,0,shopify,0,deny,manual,194.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/11/50-50-4-1.jpg
ford-ranger-t9-2023-gloss-black-led-light-bar-grille,Ford Ranger T9 2023+ Gloss Black LED Light Bar Grille,"Predator4x4 grilles are a great addition for the exterior appearance of your vehicle. Our Predator4x4 grilles are designed to replace the OEM grille making fitment simple and straightforward.

&nbsp;

 	

 	Manufactured from high quality ABS for strength and durability



&nbsp;

 	

 	Enhance your Ranger's appearance while adding functionality



&nbsp;

 	

 	Bright white LED bar improves on and off road visibility



&nbsp;

 	

 	Fitted with a mounting plate to house the original badge



&nbsp;

 	

 	Compatible with the front facing camera



&nbsp;",,Grilles,Grilles,TRUE,Title,Ford Ranger T9 2023+ Gloss Black LED Light Bar Grille,HMGR010,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/11/HMGR010-DARK-LIT-UP.png
predator4x4-expedition-270-degree-camping-pull-out-side-awning,Predator4x4 Expedition 270 Degree Camping Pull Out Side Awning,"Set up your campsite anywhere in minutes with our 270° camping side awning, which creates a spacious shaded area around your vehicle. Predator4x4 camping side awnings unfold effortlessly providing protection from the sun and rain.





 Durable, waterproof, and UV-protected material

 Compact design for convenient storage

 Freestanding legs for added structural support

 High-quality, durable canvas construction<

 Weatherproof design for all-season camping.",,Roof Tents > Awnings,"Roof Tents, Awnings",TRUE,Title,Predator4x4 Expedition 270 Degree Camping Pull Out Side Awning,YHAW001-1,0,shopify,0,deny,manual,579.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/1P6A1037-copy2.jpg
nissan-navara-d40-05-14-chrome-rear-bumper,Nissan Navara D40 05-14 Chrome Rear Bumper,"Predator4x4 rear bumpers are the ideal solution to restore your vehicle's authentic appearance and safeguard it with factory-grade precision. Our Predator4x4 rear bumpers ensure your pick up looks as good as new.













 Manufactured from high grade materials for added strength and durability

 Plastic foot grips to provide easy access to your truck bed

 Designed to restore your Navara to its original glory

 Securely fits to the OEM bumper mounting points

 Plastic drainage strips for extra under foot grip",,Styling > Rear Bumpers,"Styling, Rear Bumpers",TRUE,Title,Nissan Navara D40 05-14 Chrome Rear Bumper,HWBU009,0,shopify,0,deny,manual,219.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/11/HWBU009-fade.jpg
toyota-hilux-revo-mk8-2015-trd-style-side-steps,Toyota Hilux Revo MK8 2015+ TRD Style Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.







 



 Aluminium construction finished with drainage strips to provide good underfoot grip even in wet weather conditions











 



 Powder coated brackets ensure long lasting strength and corrosion resistance











 



 Securely bolts to OEM mounting points for accurate fitment











 



 Stylish and practical addition to your Hilux











 



 Protects the side of your vehicle",,Side Steps,Side Steps,TRUE,Title,Toyota Hilux Revo MK8 2015+ TRD Style Side Steps,HWSS003,0,shopify,0,deny,manual,164.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/11/50-50-21.jpg
isuzu-d-max-double-cab-rg-2021-black-body-cladding-door-kit,Isuzu D-Max Double Cab RG 2021+ Black Body Cladding Door Kit,"Predator4x4 trim kits are CAD-designed to ensure perfect fitment every time. Offering the best protection on the market, for all your off-road adventures.







 



 Manufactured from high-quality ABS for long-lasting durability











 



 CAD designed for vehicle-specific doors, with pre-applied 3M tape for ease of fitment











 



 Designed to give your D-Max a more Rugged look











 



 Protects your paint and bodywork











 



 Supplied as pictured with a matte black finish ready for fitting",,Styling > Door Trims,"Styling, Door Trims",TRUE,Title,Isuzu D-Max Double Cab RG 2021+ Black Body Cladding Door Kit,HWDT001,0,shopify,0,deny,manual,64.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/11/50-50-33.jpg
isuzu-d-max-rt-12-20-chrome-rear-bumper-without-sensor-holes,Isuzu D-Max RT 12-20 Chrome Rear Bumper without Sensor holes,"Predator4x4 rear bumpers are the ideal solution to restore your vehicle's authentic appearance and safeguard it with factory-grade precision. Our Predator4x4 rear bumpers ensure your pick up looks as good as new.















 



 

Manufactured from high grade materials for added strength and durability











 



 

Plastic foot grips to provide easy access to your truck bed











 



 

Designed to restore your D-Max to its original glory











 



 

Securely fits to the OEM bumper mounting points











 



 

Plastic drainage strips for extra under foot grip",,Styling > Rear Bumpers,"Styling, Rear Bumpers",TRUE,Title,Isuzu D-Max RT 12-20 Chrome Rear Bumper without Sensor holes,HWBU011,0,shopify,0,deny,manual,169.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/HWBU011-01.jpg
toyota-hilux-revo-mk8-2015-smoked-led-rear-tail-lights,Toyota Hilux Revo MK8 2015+ Smoked LED Rear Tail Lights,"Predator4x4 LED tail lights are an easy straightforward upgrade for your vehicle, Our Predator4x4 LED tail lights transform the rear end of your vehicle, giving it a sophisticated and stylish new appearance.







 



 Manufactured from high quality materials for long lasting durability











 



 Direct replacement for the OEM lights with premium, bright LED lights











 



 Designed to improve visibility with a simple upgrade











 



 Supplied as pictured with a modern updated design











 



 The perfect aesthetic upgrade for your Hilux",,Styling > Tail Lights,"Styling, Tail Lights",TRUE,Title,Toyota Hilux Revo MK8 2015+ Smoked LED Rear Tail Lights,HWTL005,0,shopify,0,deny,manual,159.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/11/50-50-35.jpg
nissan-navara-d23-np300-15-21-smoked-led-rear-tail-lights,Nissan Navara D23 NP300 15-21 Smoked LED Rear Tail Lights,"Predator4x4 LED tail lights are an easy straightforward upgrade for your vehicle, Our Predator4x4 LED tail lights transform the rear end of your vehicle, giving it a sophisticated and stylish new appearance.







 



 Manufactured from high quality materials for long lasting durability











 



 Direct replacement for the OEM lights with premium, bright LED lights











 



 Designed to improve visibility with a simple upgrade











 



 Supplied as pictured with a modern updated design











 



 The perfect aesthetic upgrade for your Navara",,Styling > Tail Lights,"Styling, Tail Lights",TRUE,Title,Nissan Navara D23 NP300 15-21 Smoked LED Rear Tail Lights,HWTL007,0,shopify,0,deny,manual,199.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/11/50-50-19.jpg
toyota-hilux-revo-mk9-2021-led-clear-headlights,Toyota Hilux Revo MK9 2021+ LED Clear Headlights,"Predator4x4 head lights are an easy upgrade for your vehicle, providing improved aesthetics and increased visibility.













 



 Manufactured from high quality materials for long lasting strength and durability











 



 Improved brightness and clarity & better visibility, especially in poor weather conditions.











 



 Direct replacement for the OEM lights with bright LED's











 



 Designed to improve visibility with a simple upgrade











 



 Supplied as pictured with a sleek updated design",,Styling > Headlights,"Styling, Headlights",TRUE,Title,Toyota Hilux Revo MK9 2021+ LED Clear Headlights,HWHL002,0,shopify,0,deny,manual,499.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/11/50-50-28.jpg
ford-ranger-t7-t8-15-22-city-style-nudge-bar,Ford Ranger T7 T8 15-22 - City Style Nudge Bar,"Predator4x4 city style nudge bars are the perfect fusion of rugged functionality and urban sophistication. Our Predator4x4 city style nudge bars are our designed to provide your pickup with a distinct, street-smart look while offering practical protection.

 	

 	A subtle twin nudge bar design seamlessly integrates with your Ranger's aesthetics




 	

 	Securely bolts to OEM mounts with no drilling required




 	

 	The perfect upgrade for improving safety and style




 	

 	Powder coated black for corrosion prevention




 	

 	All fixings included for an easy installation",,Styling > Bull Bars,"Styling, Bull Bars",TRUE,Title,Ford Ranger T7 T8 15-22 - City Style Nudge Bar,HWNB002,0,shopify,0,deny,manual,199.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/11/50-50-34.jpg
